symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
TATACOMM,INE151A01013,2025-04-15,NSE,EQ,EQ,buy,false,1.000000,1559.900024,601471877,1300000008479781,2025-04-15T09:39:41
TATACOMM,INE151A01013,2025-04-15,NSE,EQ,EQ,buy,false,1.000000,1559.900024,601471878,1300000008479781,2025-04-15T09:39:41
KPITTECH,INE04I401011,2025-04-15,BSE,EQ,A,buy,false,5.000000,1155.800049,2559300,1744689766285243570,2025-04-15T09:39:56
SRESTHA,INE606K01049,2025-04-15,BSE,EQ,X,buy,false,600.000000,0.560000,4071600,1744687800001450310,2025-04-15T10:15:43
AWHCL,INE01BK01022,2025-04-15,NSE,EQ,EQ,buy,false,1.000000,509.000000,2924824,1000000021761143,2025-04-15T11:00:31
BAJAJHFL,INE377Y01014,2025-04-15,NSE,EQ,EQ,buy,false,2.000000,125.099998,2931167,1000000021808248,2025-04-15T11:00:50
BAJAJHFL,INE377Y01014,2025-04-16,NSE,EQ,EQ,buy,false,8.000000,131.089996,3452698,1000000029150313,2025-04-16T12:14:56
IREDA,INE202E01016,2025-04-16,BSE,EQ,A,buy,false,6.000000,177.149994,12159600,1744782988930834869,2025-04-16T12:15:08
APOLLO,INE713T01028,2025-04-16,NSE,EQ,EQ,buy,false,12.000000,121.250000,3462867,1000000029249139,2025-04-16T12:15:45
KPITTECH,INE04I401011,2025-04-16,NSE,EQ,EQ,buy,false,5.000000,1150.000000,408748532,1200000070154061,2025-04-16T15:08:44
IDFCFIRSTB,INE092T01019,2025-04-16,BSE,EQ,A,buy,false,5.000000,63.110001,9190600,1744794726767352890,2025-04-16T15:09:12
EVEXIA,INE313M01030,2025-04-17,BSE,EQ,X,buy,false,80.000000,2.920000,2016900,1744860600001161567,2025-04-17T10:17:36
APOLLO,INE713T01028,2025-04-17,BSE,EQ,B,buy,false,20.000000,118.900002,16465100,1744873301689346670,2025-04-17T12:45:55
AZAD,INE02IJ01035,2025-04-17,NSE,EQ,EQ,buy,false,1.000000,1455.500000,4323894,1000000037395872,2025-04-17T12:46:19
AZAD,INE02IJ01035,2025-04-17,NSE,EQ,EQ,buy,false,1.000000,1455.500000,4323893,1000000037395872,2025-04-17T12:46:19
RPOWER,INE614G01033,2025-04-17,NSE,EQ,EQ,buy,false,20.000000,42.259998,605695933,1300000042692647,2025-04-17T12:46:57
AZAD,INE02IJ01035,2025-04-17,NSE,EQ,EQ,buy,false,2.000000,1457.199951,4347796,1000000037582641,2025-04-17T12:47:58
ATVPR,INE447A01015,2025-04-21,BSE,EQ,X,buy,false,5.000000,35.919998,3033100,1745206200018171334,2025-04-21T10:21:19
ATVPR,INE447A01015,2025-04-21,BSE,EQ,X,buy,false,15.000000,35.939999,3033300,1745206200018171334,2025-04-21T10:21:19
MOSCHIP,INE935B01025,2025-04-21,BSE,EQ,B,buy,false,1.000000,175.750000,4384300,1745212809353041562,2025-04-21T10:56:14
APOLLO,INE713T01028,2025-04-22,BSE,EQ,B,buy,false,10.000000,121.550003,4184300,1745294339530881357,2025-04-22T09:49:13
HINDCOPPER,INE531E01026,2025-04-22,BSE,EQ,A,buy,false,25.000000,223.500000,1888900,1745292600083909534,2025-04-22T10:01:42
CDSL,INE736A01011,2025-04-29,NSE,EQ,EQ,buy,false,2.000000,1357.900024,2044517,1000000017250339,2025-04-29T10:15:35
RPOWER,INE614G01033,2025-04-29,BSE,EQ,A,buy,false,14.000000,42.049999,2058000,1745897400026946593,2025-04-29T10:16:18
EVEXIA,INE313M01030,2025-05-05,BSE,EQ,X,buy,false,50.000000,2.700000,1907800,1746415800001054362,2025-05-05T10:10:26
CUBEXTUB,INE144D01012,2025-05-05,BSE,EQ,B,buy,false,20.000000,75.919998,962800,1746415800036153670,2025-05-05T10:21:53
NETWEB,INE0NT901020,2025-05-05,NSE,EQ,EQ,buy,false,1.000000,1651.099976,402214663,1200000019783301,2025-05-05T10:22:22
SRESTHA,INE606K01049,2025-05-05,BSE,EQ,X,buy,false,100.000000,0.500000,3356300,1746415800001419448,2025-05-05T10:22:47
RPOWER,INE614G01033,2025-05-05,BSE,EQ,A,buy,false,16.000000,40.490002,2508400,1746419792140099513,2025-05-05T10:23:14
ATVPR,INE447A01015,2025-05-05,BSE,EQ,X,buy,false,30.000000,32.500000,3094000,1746415800001168215,2025-05-05T11:10:42
TIPSMUSIC,INE716B01029,2025-05-12,NSE,EQ,EQ,buy,false,10.000000,631.750000,600019746,1300000000047698,2025-05-12T09:00:03
HINDCOPPER,INE531E01026,2025-05-12,NSE,EQ,EQ,buy,false,1.000000,218.100006,203009288,1100000022763592,2025-05-12T10:17:58
EVEXIA,INE313M01030,2025-05-16,BSE,EQ,X,buy,false,4.000000,2.740000,5040700,1747366200001049883,2025-05-16T12:28:54
IREDA,INE202E01016,2025-05-19,BSE,EQ,A,buy,false,20.000000,176.949997,18849000,1747633957323884309,2025-05-19T12:00:31
EXICOM,INE777F01014,2025-05-19,BSE,EQ,B,buy,false,5.000000,184.050003,6383200,1747632702322653914,2025-05-19T12:01:11
HINDCOPPER,INE531E01026,2025-05-20,BSE,EQ,A,buy,false,2.000000,229.350006,1334400,1747715327549134691,2025-05-20T10:08:04
EVEXIA,INE313M01030,2025-05-20,BSE,EQ,X,buy,false,16.000000,2.700000,3568100,1747711800001433631,2025-05-20T10:27:08
HINDCOPPER,INE531E01026,2025-05-28,NSE,EQ,EQ,buy,false,17.000000,250.600006,203295341,1100000000033537,2025-05-28T10:45:42
HINDCOPPER,INE531E01026,2025-05-28,NSE,EQ,EQ,buy,false,3.000000,247.899994,204503935,1100000038224117,2025-05-28T11:43:32
RELINFRA,INE036A01016,2025-05-29,NSE,EQ,EQ,buy,false,10.000000,315.649994,604392308,1300000035515362,2025-05-29T11:58:45
KPITTECH,INE04I401011,2025-06-02,NSE,EQ,EQ,sell,false,30.000000,1326.300049,402562232,1200000020562768,2025-06-02T10:21:13
JYOTI,INE511D01012,2025-06-02,BSE,EQ,X,sell,false,60.000000,120.150002,2588700,1748835000001226685,2025-06-02T10:21:25
NETWEB,INE0NT901020,2025-06-02,NSE,EQ,EQ,buy,false,7.000000,1958.500000,407361194,1200000067445801,2025-06-02T14:53:21
BHEL,INE257A01026,2025-06-03,BSE,EQ,A,sell,false,15.000000,255.300003,6191800,1748936636210265532,2025-06-03T13:32:53
BHEL,INE257A01026,2025-06-03,BSE,EQ,A,sell,false,90.000000,255.250000,6192100,1748936636210265532,2025-06-03T13:32:53
CGPOWER,INE067A01029,2025-06-04,BSE,EQ,A,buy,false,25.000000,683.049988,807800,1749007800136656367,2025-06-04T09:30:32
ATVPR,INE447A01015,2025-06-04,BSE,EQ,X,buy,false,2.000000,36.450001,1051000,1749007800001053097,2025-06-04T09:33:11
ATVPR,INE447A01015,2025-06-04,BSE,EQ,X,buy,false,18.000000,36.250000,1050800,1749007800001053097,2025-06-04T09:33:11
IRFC,INE053F01010,2025-06-04,NSE,EQ,EQ,buy,false,50.000000,140.240005,201223801,1100000009432394,2025-06-04T09:38:01
ADSL,INE102I01027,2025-06-04,NSE,EQ,EQ,buy,false,39.000000,197.899994,1099975,1000000008825023,2025-06-04T09:39:38
ADSL,INE102I01027,2025-06-04,NSE,EQ,EQ,buy,false,1.000000,197.889999,1099974,1000000008825023,2025-06-04T09:39:38
SRESTHA,INE606K01049,2025-06-04,BSE,EQ,X,buy,false,750.000000,0.440000,1657300,1749007800001040707,2025-06-04T09:43:27
VPRPL,INE0AE001013,2025-06-04,NSE,EQ,EQ,buy,false,6.000000,170.169998,601705476,1300000011936603,2025-06-04T09:47:03
VPRPL,INE0AE001013,2025-06-04,NSE,EQ,EQ,buy,false,13.000000,170.169998,601705478,1300000011936603,2025-06-04T09:47:03
VPRPL,INE0AE001013,2025-06-04,NSE,EQ,EQ,buy,false,21.000000,170.169998,601705477,1300000011936603,2025-06-04T09:47:03
TATACOMM,INE151A01013,2025-06-04,NSE,EQ,EQ,buy,false,2.000000,1663.300049,606025055,1300000044233902,2025-06-04T12:42:57
HERITGFOOD,INE978A01027,2025-06-04,NSE,EQ,EQ,buy,false,1.000000,446.350006,207877087,1100000065388298,2025-06-04T14:54:10
HERITGFOOD,INE978A01027,2025-06-04,NSE,EQ,EQ,buy,false,3.000000,446.350006,207877086,1100000065388298,2025-06-04T14:54:10
HERITGFOOD,INE978A01027,2025-06-04,NSE,EQ,EQ,buy,false,1.000000,446.299988,207877083,1100000065388298,2025-06-04T14:54:10
HERITGFOOD,INE978A01027,2025-06-04,NSE,EQ,EQ,buy,false,5.000000,446.299988,207877084,1100000065388298,2025-06-04T14:54:10
HERITGFOOD,INE978A01027,2025-06-04,NSE,EQ,EQ,buy,false,5.000000,446.299988,207877085,1100000065388298,2025-06-04T14:54:10
KEC,INE389H01022,2025-06-05,NSE,EQ,EQ,buy,false,12.000000,883.200012,401461733,1200000011982505,2025-06-05T09:51:09
NFL,INE870D01012,2025-06-05,NSE,EQ,EQ,sell,false,37.000000,109.269997,401549489,1200000012724212,2025-06-05T09:54:20
NFL,INE870D01012,2025-06-05,NSE,EQ,EQ,sell,false,168.000000,109.260002,401549490,1200000012724212,2025-06-05T09:54:20
IDFCFIRSTB,INE092T01019,2025-06-05,NSE,EQ,EQ,sell,false,410.000000,67.070000,202101028,1100000015016333,2025-06-05T09:55:21
NETWEB,INE0NT901020,2025-06-05,NSE,EQ,EQ,buy,false,3.000000,1972.099976,401607834,1200000013203386,2025-06-05T09:56:15
ANANTRAJ,INE242C01024,2025-06-05,NSE,EQ,EQ,buy,false,23.000000,578.650024,1572975,1000000013186086,2025-06-05T10:04:32
ANANTRAJ,INE242C01024,2025-06-05,NSE,EQ,EQ,buy,false,7.000000,578.549988,1572974,1000000013186086,2025-06-05T10:04:32
TEJASNET,INE010J01012,2025-06-05,NSE,EQ,EQ,buy,false,15.000000,718.549988,602341520,1300000016733977,2025-06-05T10:07:55
ANANTRAJ,INE242C01024,2025-06-05,NSE,EQ,EQ,buy,false,10.000000,571.150024,6256056,1000000057636879,2025-06-05T14:48:07
ATVPR,INE447A01015,2025-06-06,BSE,EQ,X,buy,false,30.000000,37.599998,3017700,1749180600001030264,2025-06-06T10:28:46
MICEL,INE287C01037,2025-06-06,BSE,EQ,B,buy,false,59.000000,66.779999,5273300,1749186666543606777,2025-06-06T11:10:10
MICEL,INE287C01037,2025-06-06,BSE,EQ,B,buy,false,41.000000,66.769997,5272900,1749186666543606777,2025-06-06T11:10:10
